entry_ts,exit_ts,direction,pnl_ticks
2023-10-20 12:00:00 UTC,2023-10-20 12:08:00 UTC,long,68.37049784240662
2023-10-24 12:00:00 UTC,2023-10-24 12:24:00 UTC,long,75.63139526884697
2023-10-25 12:08:00 UTC,2023-10-25 12:24:00 UTC,long,-20.191835415230344
2023-10-26 12:00:00 UTC,2023-10-26 16:55:00 UTC,long,39.00000000000091
2023-10-31 12:00:00 UTC,2023-10-31 12:08:00 UTC,short,58.545709217967214
2023-11-01 12:00:00 UTC,2023-11-01 16:55:00 UTC,short,-22.000000000000455
2023-11-02 12:00:00 UTC,2023-11-02 16:55:00 UTC,short,-37.000000000000455
2023-11-06 12:00:00 UTC,2023-11-06 16:55:00 UTC,short,50.99999999999909
2023-11-07 12:24:00 UTC,2023-11-07 12:56:00 UTC,short,-25.070345492206343
2023-11-08 12:00:00 UTC,2023-11-08 12:16:00 UTC,short,52.78613847160614
2023-11-09 12:00:00 UTC,2023-11-09 12:08:00 UTC,long,77.99999999999955
2023-11-10 12:00:00 UTC,2023-11-10 16:55:00 UTC,short,40.99999999999909
2023-11-13 12:00:00 UTC,2023-11-13 12:08:00 UTC,long,80.99999999999909
2023-11-16 12:00:00 UTC,2023-11-16 12:16:00 UTC,long,70.2514498992673
2023-11-17 12:00:00 UTC,2023-11-17 16:55:00 UTC,short,7.000000000000455
2023-11-20 12:00:00 UTC,2023-11-20 12:56:00 UTC,long,59.24251427014042
2023-11-22 12:00:00 UTC,2023-11-22 12:08:00 UTC,short,77.00000000000045
2023-11-27 12:08:00 UTC,2023-11-27 16:55:00 UTC,short,-45.99999999999909
2023-11-28 12:00:00 UTC,2023-11-28 12:08:00 UTC,long,100.99999999999909
2023-11-29 12:00:00 UTC,2023-11-29 16:55:00 UTC,long,4.0000000000009095
2023-11-30 12:24:00 UTC,2023-11-30 12:48:00 UTC,long,-28.407772593704976
2023-12-01 12:00:00 UTC,2023-12-01 12:08:00 UTC,long,175.9999999999991
2023-12-04 12:00:00 UTC,2023-12-04 12:08:00 UTC,short,135.9999999999991
2023-12-05 12:00:00 UTC,2023-12-05 12:32:00 UTC,short,0.0
2023-12-06 12:24:00 UTC,2023-12-06 12:40:00 UTC,short,-27.12761862534535
2023-12-07 12:00:00 UTC,2023-12-07 12:08:00 UTC,short,81.10095549829566
2023-12-08 12:00:00 UTC,2023-12-08 16:55:00 UTC,short,-32.999999999999545
2023-12-11 12:00:00 UTC,2023-12-11 12:08:00 UTC,short,68.87435197012564
2023-12-12 12:08:00 UTC,2023-12-12 16:55:00 UTC,short,-11.000000000001364
2023-12-14 12:56:00 UTC,2023-12-14 16:55:00 UTC,short,-28.00000000000182
2023-12-18 12:48:00 UTC,2023-12-18 12:56:00 UTC,long,58.94011939799839
2023-12-19 12:00:00 UTC,2023-12-19 12:08:00 UTC,long,94.00000000000091
2023-12-20 12:32:00 UTC,2023-12-20 12:40:00 UTC,short,-20.30697063337584
2023-12-22 12:00:00 UTC,2023-12-22 12:08:00 UTC,short,90.0
2023-12-26 12:48:00 UTC,2023-12-26 16:55:00 UTC,short,-102.99999999999727
2023-12-27 12:00:00 UTC,2023-12-27 12:08:00 UTC,long,56.053580167531436
2023-12-29 12:00:00 UTC,2023-12-29 12:56:00 UTC,long,0.0
2024-01-02 12:16:00 UTC,2024-01-02 16:55:00 UTC,short,43.00000000000182
2024-01-03 12:00:00 UTC,2024-01-03 16:55:00 UTC,short,-90.0
2024-01-04 12:00:00 UTC,2024-01-04 12:16:00 UTC,long,-21.63623290878604
2024-01-08 12:00:00 UTC,2024-01-08 16:55:00 UTC,long,32.999999999999545
2024-01-09 12:00:00 UTC,2024-01-09 16:55:00 UTC,short,38.999999999998636
2024-01-10 12:00:00 UTC,2024-01-10 16:55:00 UTC,short,26.99999999999818
2024-01-11 12:00:00 UTC,2024-01-11 16:55:00 UTC,short,-56.99999999999818
2024-01-12 12:00:00 UTC,2024-01-12 12:32:00 UTC,short,102.32722012787917
2024-01-15 12:24:00 UTC,2024-01-15 14:29:00 UTC,long,-3.000000000001819
2024-01-16 12:00:00 UTC,2024-01-16 12:08:00 UTC,short,102.00000000000045
2024-01-17 12:00:00 UTC,2024-01-17 12:08:00 UTC,short,83.99999999999864
2024-01-18 12:00:00 UTC,2024-01-18 16:55:00 UTC,long,85.0
2024-01-19 12:00:00 UTC,2024-01-19 12:32:00 UTC,short,0.0
2024-01-24 12:00:00 UTC,2024-01-24 12:08:00 UTC,short,130.0
2024-01-25 12:00:00 UTC,2024-01-25 16:55:00 UTC,short,-25.0
