entry_ts,exit_ts,direction,pnl_ticks
2025-06-09 11:00:00 UTC,2025-06-09 12:50:00 UTC,long,240.0
2025-06-10 11:30:00 UTC,2025-06-10 11:40:00 UTC,short,-80.0
2025-06-10 12:00:00 UTC,2025-06-10 16:55:00 UTC,long,237.0
2025-06-11 11:00:00 UTC,2025-06-11 11:05:00 UTC,long,249.0
2025-06-11 11:15:00 UTC,2025-06-11 11:45:00 UTC,long,-80.0
2025-06-12 11:00:00 UTC,2025-06-12 11:05:00 UTC,long,304.0
2025-06-12 11:20:00 UTC,2025-06-12 12:25:00 UTC,long,240.0
2025-06-13 11:20:00 UTC,2025-06-13 11:25:00 UTC,long,-80.0
2025-06-13 11:35:00 UTC,2025-06-13 16:55:00 UTC,long,-594.0
2025-06-16 11:00:00 UTC,2025-06-16 11:15:00 UTC,long,240.0
2025-06-16 12:40:00 UTC,2025-06-16 16:55:00 UTC,long,58.0
2025-06-17 11:00:00 UTC,2025-06-17 12:40:00 UTC,long,-80.0
2025-06-17 12:55:00 UTC,2025-06-17 16:55:00 UTC,short,318.0
2025-06-18 11:00:00 UTC,2025-06-18 16:55:00 UTC,long,-205.0
2025-06-20 11:00:00 UTC,2025-06-20 11:05:00 UTC,short,991.0
2025-06-23 11:00:00 UTC,2025-06-23 11:05:00 UTC,long,246.0
2025-06-23 11:40:00 UTC,2025-06-23 12:20:00 UTC,long,-80.0
2025-06-24 11:00:00 UTC,2025-06-24 12:25:00 UTC,long,240.0
2025-06-25 11:00:00 UTC,2025-06-25 12:20:00 UTC,short,240.0
2025-06-26 11:00:00 UTC,2025-06-26 11:15:00 UTC,long,240.0
2025-06-27 11:00:00 UTC,2025-06-27 11:30:00 UTC,long,240.0
2025-06-30 11:40:00 UTC,2025-06-30 16:55:00 UTC,long,106.0
2025-07-01 11:00:00 UTC,2025-07-01 11:05:00 UTC,short,259.0
2025-07-02 11:00:00 UTC,2025-07-02 11:05:00 UTC,long,406.0
2025-07-03 11:00:00 UTC,2025-07-03 11:05:00 UTC,long,240.0
2025-07-04 11:00:00 UTC,2025-07-04 11:15:00 UTC,long,-80.0
2025-07-04 11:30:00 UTC,2025-07-04 12:15:00 UTC,long,-80.0
2025-07-07 11:00:00 UTC,2025-07-07 11:55:00 UTC,short,-80.0
2025-07-07 12:15:00 UTC,2025-07-07 12:20:00 UTC,short,240.0
2025-07-08 11:00:00 UTC,2025-07-08 11:05:00 UTC,short,-80.0
2025-07-08 11:15:00 UTC,2025-07-08 11:55:00 UTC,short,-80.0
2025-07-09 11:00:00 UTC,2025-07-09 11:05:00 UTC,short,282.0
2025-07-10 11:00:00 UTC,2025-07-10 11:25:00 UTC,short,-80.0
2025-07-10 12:10:00 UTC,2025-07-10 12:20:00 UTC,short,-80.0
2025-07-11 11:00:00 UTC,2025-07-11 11:10:00 UTC,long,-80.0
2025-07-11 11:20:00 UTC,2025-07-11 11:40:00 UTC,long,240.0
2025-07-14 11:00:00 UTC,2025-07-14 12:05:00 UTC,long,240.0
2025-07-15 11:00:00 UTC,2025-07-15 11:10:00 UTC,short,-80.0
2025-07-15 12:55:00 UTC,2025-07-15 16:55:00 UTC,short,419.0
2025-07-16 11:15:00 UTC,2025-07-16 11:20:00 UTC,short,240.0
2025-07-16 11:30:00 UTC,2025-07-16 11:35:00 UTC,short,263.0
2025-07-17 11:00:00 UTC,2025-07-17 11:05:00 UTC,long,240.0
2025-07-18 11:00:00 UTC,2025-07-18 11:05:00 UTC,short,251.0
